,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Years To Unicorn,Funding_num,Valuation_num
806,At-Bay,$1B,2021-07-27,Fintech,Mountain View,United States,North America,2016,$292M,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures",5,2920000.0,100000000.0
807,TELD,$1B,2019-12-16,Fintech,Qingdao,China,Asia,2014,$396M,"China Reform Fund, Gaopeng Capital, Jinhui Xingye",5,3960000.0,100000000.0
808,Acko General Insurance,$1B,2021-10-28,Fintech,Bengaluru,India,Asia,2016,$458M,"Intact Ventures, Munich Re Ventures, General Atlantic",5,4580000.0,100000000.0
809,apna,$1B,2021-09-15,Internet software & services,Bengaluru,India,Asia,2019,$193M,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners",2,1930000.0,100000000.0
810,Beyond Identity,$1B,2022-02-22,Cybersecurity,New York,United States,North America,2019,$205M,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners",3,2050000.0,100000000.0
811,Carousell,$1B,2021-09-15,E-commerce & direct-to-consumer,,Singapore,Asia,2012,$288M,"500 Global, Rakuten Ventures, Golden Gate Ventures",9,2880000.0,100000000.0
812,Chief,$1B,2022-03-31,Other,New York,United States,North America,2019,$140M,"General Catalyst, Inspired Capital, Flybridge Capital Partners",3,1400000.0,100000000.0
813,CoinDCX,$1B,2021-08-10,Fintech,Maharashtra,India,Asia,2017,$109M,"Polychain Capital, Coinbase Ventures, Jump Capital",4,1090000.0,100000000.0
814,Daily Harvest,$1B,2021-11-16,E-commerce & direct-to-consumer,New York,United States,North America,2014,$120M,"M13, Lightspeed Venture Partners, Lone Pine Capital",7,1200000.0,100000000.0
815,Enpal,$1B,2021-10-18,Internet software & services,Berlin,Germany,Europe,2017,$304M,"HV Capital, Softbank Group, BlackRock",4,3040000.0,100000000.0
816,eSentire,$1B,2022-02-22,Cybersecurity,Waterloo,Canada,North America,2001,$186M,"Edison Partners, Georgian Partners, VentureLink",21,1860000.0,100000000.0
817,Firefly Aerospace,$1B,2021-05-04,Other,Cedar Park,United States,North America,2014,$172M,"XBTO Ventures, Raven One Ventures, SK Ventures",7,1720000.0,100000000.0
818,Fundbox,$1B,2021-11-30,Fintech,San Francisco,United States,North America,2013,$404M,"Khosla Ventures, General Catalyst, Blumberg Capital",8,4040000.0,100000000.0
819,G2,$1B,2021-06-22,Internet software & services,Chicago,United States,North America,2012,$258M,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners",9,2580000.0,100000000.0
820,Gaussian Robotics,$1B,2021-11-10,Hardware,Shanghai,China,Asia,2013,$325M,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping",8,3250000.0,100000000.0
821,GetYourGuide,$1B,2019-05-16,Travel,Berlin,Germany,Europe,2009,$656M,"Spark Capital, Highland Europe, Sunstone Capital",10,6560000.0,100000000.0
822,GlobalBees,$1B,2021-12-28,E-commerce & direct-to-consumer,New Delhi,India,Asia,2021,$185M,"Chiratae Ventures, SoftBank Group, Trifecta Capital",0,1850000.0,100000000.0
823,Ivalua,$1B,2019-05-21,Fintech,Redwood City,United States,North America,2000,$134M,"Ardian, Tiger Global Management, KKR",19,1340000.0,100000000.0
824,Juanpi,$1B,2016-04-14,E-commerce & direct-to-consumer,Wuhan,China,Asia,2012,$136M,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital",4,1360000.0,100000000.0
825,Karat,$1B,2021-10-13,Internet software & services,Seattle,United States,North America,2014,$169M,"8VC, Norwest Venture Partners, Tiger Global Management",7,1690000.0,100000000.0
826,LEAD School,$1B,2022-01-13,Edtech,Andheri,India,Asia,2012,$166M,"WestBridge Capital, GSV Ventures, Elevar Equity",10,1660000.0,100000000.0
827,Nexthink,$1B,2021-02-08,Data management & analytics,Prilly,Switzerland,Europe,2004,$346M,"Auriga, Galeo Ventures, Highland Europe",17,3460000.0,100000000.0
828,People.ai,$1B,2021-08-11,Internet software & services,San Francisco,United States,North America,2017,$200M,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital",4,2000000.0,100000000.0
829,Pharmapacks,$1B,2020-11-12,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,$433M,The Carlyle Group,10,4330000.0,100000000.0
830,Rightway,$1B,2021-03-30,Health,New York,United States,North America,2017,$130M,"Thrive Capital, Khosla Ventures, Tiger Global Management",4,1300000.0,100000000.0
831,Sennder,$1B,2021-01-14,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,$340M,"Accelm Scania Growth Capital, Lakestar",6,3400000.0,100000000.0
832,Sisense,$1B,2020-01-09,Data management & analytics,New York,United States,North America,2004,$274M,"Opus Capital, Genesis Partners, Battery Ventures",16,2740000.0,100000000.0
833,Staffbase,$1B,2022-03-15,Internet software & services,Chemnitz,Germany,Europe,2014,$307M,"Insight Partners, e.ventures, General Atlantic",8,3070000.0,100000000.0
834,Sunbit,$1B,2021-05-20,Fintech,Los Angeles,United States,North America,2016,$210M,"Zeev Ventures, Group11, Chicago Ventures",5,2100000.0,100000000.0
835,TangoMe,$1B,2014-03-20,Mobile & telecommunications,Mountain View,United States,North America,2009,$361M,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",5,3610000.0,100000000.0
836,The Bank of London,$1B,2021-11-30,Fintech,London,United Kingdom,Europe,2018,$90M,"Mangrove Capital Partners,14W, ForgeLight",3,900000.0,100000000.0
837,Zego,$1B,2021-03-09,Fintech,London,United Kingdom,Europe,2016,$202M,"LocalGlobe, Balderton Capital, Target Global",5,2020000.0,100000000.0
838,Nxin,$1B,2018-09-18,Internet software & services,Beijing,China,Asia,2015,$53M,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",3,530000.0,100000000.0
839,Mamaearth,$1B,2021-12-28,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2016,$111M,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners",5,1110000.0,100000000.0
840,Radius Payment Solutions,$1B,2017-11-27,Fintech,Crewe,United Kingdom,Europe,1990,$200M,Inflexion Private Equity,27,2000000.0,100000000.0
841,Rivigo,$1B,2019-07-11,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2014,$247M,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors",5,2470000.0,100000000.0
842,Rubicon,$1B,2017-08-25,Other,Atlanta,United States,North America,2008,$223M,"Goldman Sachs, Leonardo DiCaprio, Promecap",9,2230000.0,100000000.0
843,Socar,$1B,2020-10-16,Auto & transportation,Jeju-do,South Korea,Asia,2012,$408M,"Bain Capital, Altos Ventures, Songhyun Investment",8,4080000.0,100000000.0
844,MobileCoin,$1B,2021-07-07,Fintech,San Francisco,United States,North America,2018,$107M,"General Catalyst, Future Ventures, AU21",3,1070000.0,100000000.0
845,Density,$1B,2021-11-10,Hardware,San Francisco,United States,North America,2014,$217M,"Founders Fund, Upfront Ventures, 01 Advisors",7,2170000.0,100000000.0
846,Instabase,$1B,2019-10-21,Data management & analytics,San Francisco,United States,North America,2015,$132M,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",4,1320000.0,100000000.0
847,Jiuxian,$1B,2015-07-30,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,$250M,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",6,2500000.0,100000000.0
848,Matrixport,$1B,2021-06-01,Fintech,,Singapore,Asia,2019,$100M,"Dragonfly Captial, Qiming Venture Partners, DST Global",2,1000000.0,100000000.0
849,Mixpanel,$1B,2021-11-15,Internet software & services,San Francisco,United States,North America,2009,$277M,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",12,2770000.0,100000000.0
850,Sendbird,$1B,2021-04-06,Mobile & telecommunications,San Mateo,United States,North America,2013,$221M,"FundersClub, Y Combinator, Tiger Global Management",8,2210000.0,100000000.0
851,OrCam Technologies,$1B,2018-02-20,Artificial intelligence,Jerusalem,Israel,Asia,2010,$86M,"Intel Capital, Aviv Venture Capital",8,860000.0,100000000.0
852,Leap Motor,$1B,2018-11-20,Auto & transportation,Hangzhou,China,Asia,2015,$1B,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",3,100000000.0,100000000.0
853,1KMXC,$1B,2021-08-30,Hardware,Hangzhou,China,Asia,2014,$86M,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",7,860000.0,100000000.0
854,58 Daojia,$1B,2015-10-12,Internet software & services,Beijing,China,Asia,2014,$300M,"KKR, Alibaba Group, Ping An Insurance",1,3000000.0,100000000.0
855,Agile Robots,$1B,2021-09-09,Hardware,Munich,Germany,Europe,2018,$240M,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",3,2400000.0,100000000.0
856,Aibee,$1B,2021-04-13,Artificial intelligence,Beijing,China,Asia,2017,$273M,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",4,2730000.0,100000000.0
857,Aircall,$1B,2021-06-23,Internet software & services,New York,United States,North America,2014,$226M,"Balderton Capital, Next World Capital, Draper Esprit",7,2260000.0,100000000.0
858,Ajaib,$1B,2021-10-04,Fintech,Jakarta,Indonesia,Asia,2018,$245M,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",3,2450000.0,100000000.0
859,Alto Pharmacy,$1B,2020-01-30,Health,San Francisco,United States,North America,2015,$524M,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",5,5240000.0,100000000.0
860,Amagi,$1B,2022-03-16,Internet software & services,Bengaluru,India,Asia,2008,$240M,"Mayfield, Accel, Norwest Venture Partners",14,2400000.0,100000000.0
861,Amount,$1B,2021-05-17,Fintech,Chicago,United States,North America,2019,$243M,"Invus Group, Hanaco Venture Capital, WestCap Group",2,2430000.0,100000000.0
862,Amperity,$1B,2021-07-13,Artificial intelligence,Seattle,United States,North America,2016,$187M,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",5,1870000.0,100000000.0
863,Anyscale,$1B,2021-12-07,Artificial intelligence,Berkeley,United States,North America,2019,$160M,"Andreessen Horowitz, Intel Capital, Foundation Capital",2,1600000.0,100000000.0
864,Aptos,$1B,2022-03-15,Internet software & services,Palo Alto,United States,North America,2021,$200M,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management",1,2000000.0,100000000.0
865,Aqua Security,$1B,2021-03-10,Cybersecurity,Ramat Gan,Israel,Asia,2015,$265M,"TLV Partners, Lightspeed Venture Partners, M12",6,2650000.0,100000000.0
866,Assembly,$1B,2021-09-21,Internet software & services,Culver City,United States,North America,2019,Unknown,"Advent International, PSG, Providence Equity Partners",2,,100000000.0
867,Assent,$1B,2022-01-06,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,$534M,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",12,5340000.0,100000000.0
868,Augury,$1B,2021-10-26,Artificial intelligence,New York,United States,North America,2011,$294M,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",10,2940000.0,100000000.0
869,Axelar,$1B,2022-02-15,Internet software & services,Waterloo,Canada,North America,2020,$64M,"Lemniscap VC, North Island Ventures, Polychain Capital",2,640000.0,100000000.0
870,Axiom Space,$1B,2021-02-16,Other,Houston,United States,North America,2016,$150M,"C5 Capital, Hemisphere Ventures, The Venture Collective",5,1500000.0,100000000.0
871,Banma Network Technologies,$1B,2018-09-13,Auto & transportation,Shanghai,China,Asia,2015,$697M,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",3,6970000.0,100000000.0
872,BeiBei,$1B,2015-01-22,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,$224M,"Banyan Capital, New Horizon Capital, IDG Capital Partners",4,2240000.0,100000000.0
873,BenevolentAI,$1B,2015-06-02,Artificial intelligence,London,United Kingdom,Europe,2013,$292M,Woodford Investment Management,2,2920000.0,100000000.0
874,Berlin Brands Group,$1B,2021-09-01,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,$800M,"Ardian, Bain Capital",16,8000000.0,100000000.0
875,Betterfly,$1B,2022-02-01,Artificial intelligence,Santiago,Chile,South America,2018,$205M,"QED Investors, DST Global, Endeavor",4,2050000.0,100000000.0
876,BitFury,$1B,2018-11-06,Hardware,Amsterdam,Netherlands,Europe,2011,$170M,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",7,1700000.0,100000000.0
877,BlackBuck,$1B,2021-07-22,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,$352M,"Accel, Sands Capital, International Finance Corporation",6,3520000.0,100000000.0
878,Bluecore,$1B,2021-08-05,Artificial intelligence,New York,United States,North America,2013,$238M,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",8,2380000.0,100000000.0
879,BlueVoyant,$1B,2022-02-23,Cybersecurity,New York,United States,North America,2017,$526M,"8VC, Liberty Strategic Capital, Eden Global Partners",5,5260000.0,100000000.0
880,bolttech,$1B,2021-07-01,Fintech,,Singapore,Asia,2018,$210M,"Mundi Ventures, Doqling Capital Partners, Activant Capital",3,2100000.0,100000000.0
881,Boom Supersonic,$1B,2020-12-16,Other,Englewood,United States,North America,2014,$241M,"WRVI Capital, Caffeinated Capital, Y Combinator",6,2410000.0,100000000.0
882,Bringg,$1B,2021-06-16,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,$185M,"Salesforce Ventures, next47, Pereg Ventures",8,1850000.0,100000000.0
883,C2FO,$1B,2019-08-07,Fintech,Leawood,United States,North America,2008,$538M,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",11,5380000.0,100000000.0
884,Cadence,$1B,2021-12-14,Health,New York,United States,North America,2020,$141M,"Thrive Capital, General Catalyst, Coatue Management",1,1410000.0,100000000.0
885,CAIS,$1B,2022-01-11,Fintech,New York,United States,North America,2009,$406M,"Franklin Templeton, Motive Partners, Apollo Global Management",13,4060000.0,100000000.0
886,Cameo,$1B,2021-03-30,Internet software & services,Chicago,United States,North America,2016,$165M,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",5,1650000.0,100000000.0
887,Capsule,$1B,2021-04-28,Health,New York,United States,North America,2016,$570M,"Thrive Capital, Durable Capital Partners, G Squared",5,5700000.0,100000000.0
888,CargoX,$1B,2021-10-21,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,$390M,"Valor Capital Group, Lightrock, Softbank Group",6,3900000.0,100000000.0
889,Carro,$1B,2021-06-14,E-commerce & direct-to-consumer,,Singapore,Asia,2015,$595M,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",6,5950000.0,100000000.0
890,Carson Group,$1B,2021-07-14,Fintech,Lincoln,United States,North America,2012,Unknown,Bain Capital,9,,100000000.0
891,CHEQ,$1B,2022-02-22,Cybersecurity,New York,United States,North America,2014,$182M,"Battery Ventures, Tiger Global Management, Hanaco Ventures",8,1820000.0,100000000.0
892,Chronosphere,$1B,2021-10-07,Data management & analytics,New York,United States,North America,2019,$254M,"Greylock Partners, Lux Capital, General Atlantic",2,2540000.0,100000000.0
893,Cider,$1B,2021-09-02,E-commerce & direct-to-consumer,,Hong Kong,Asia,2020,$140M,"Andreessen Horowitz, DST Global, IDG Capital",1,1400000.0,100000000.0
894,Clara,$1B,2021-12-06,Fintech,Mexico City,Mexico,North America,2020,$109M,"DST Global, General Catalyst, Monashees+",1,1090000.0,100000000.0
895,Clearcover,$1B,2021-04-13,Fintech,Chicago,United States,North America,2016,$305M,"American Family Ventures, Cox Enterprises, OMERS Ventures",5,3050000.0,100000000.0
896,CommerceIQ,$1B,2022-03-21,Artificial intelligence,Palo Alto,United States,North America,2012,$196M,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",10,1960000.0,100000000.0
897,Contrast Security,$1B,2021-11-09,Cybersecurity,Los Altos,United States,North America,2014,$269M,"Acero Capital, General Catalyst, M12",7,2690000.0,100000000.0
898,Darwinbox,$1B,2022-01-25,Internet software & services,Hyderabad,India,Asia,2015,$107M,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",7,1070000.0,100000000.0
899,Dental Monitoring,$1B,2021-10-21,Health,Paris,France,Europe,2014,$232M,"Vitruvian Partners, Merieux Equity Partners, Straumann",7,2320000.0,100000000.0
900,DianRong,$1B,2017-08-02,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,$549M,"Standard Chartered, FinSight Ventures, Affirma Capital",5,5490000.0,100000000.0
901,Drata,$1B,2021-11-08,Cybersecurity,San Diego,United States,North America,2020,$128M,"Cowboy Ventures, Leaders Fund, GGV Capital",1,1280000.0,100000000.0
902,DriveNets,$1B,2021-01-27,Internet software & services,Ra'anana,Israel,Asia,2015,$325M,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",6,3250000.0,100000000.0
903,Dune Analytics,$1B,2022-02-02,Data management & analytics,Oslo,Norway,Europe,2018,$79M,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",4,790000.0,100000000.0
904,Dxy.cn,$1B,2018-04-10,Health,Hangzhou,China,Asia,2000,$682M,"Tencent Holdings, DCM Ventures",18,6820000.0,100000000.0
905,EBANX,$1B,2019-10-16,Fintech,Curitiba,Brazil,South America,2012,$460M,"FTV Capital, Endeavor",7,4600000.0,100000000.0
906,EcoFlow,$1B,2021-06-10,Hardware,Shenzhen,China,Asia,2017,$105M,"Delian Capital, China International Capital Corporation, Sequoia Capital China",4,1050000.0,100000000.0
907,Electric,$1B,2022-03-29,Cybersecurity,New York,United States,North America,2016,$209M,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners",6,2090000.0,100000000.0
908,Emerging Markets Property Group,$1B,2020-04-28,Other,Dubai,United Arab Emirates,Asia,2015,$279M,"OLX Group, KCK Group, EXOR Seeds",5,2790000.0,100000000.0
909,Esusu,$1B,2022-01-27,Fintech,New York,United States,North America,2015,$145M,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",7,1450000.0,100000000.0
910,Evidation,$1B,2021-03-22,Health,San Mateo,United States,North America,2012,$259M,"B Capital Group,, GE Ventures, McKesson Ventures",9,2590000.0,100000000.0
911,Expel,$1B,2021-11-18,Cybersecurity,Herndon,United States,North America,2016,$258M,"Paladin Capital Group, Greycroft, Scale Venture Partners",5,2580000.0,100000000.0
912,Fabric,$1B,2021-10-26,"Supply chain, logistics, & delivery",New York,United States,North America,2015,$294M,"Innovation Endeavors, Aleph, Temasek",6,2940000.0,100000000.0
913,Feedzai,$1B,2021-03-24,Artificial intelligence,San Mateo,United States,North America,2009,$277M,"Global Founders Capital, Shea Ventures, Greycroft",12,2770000.0,100000000.0
914,Fever Labs,$1B,2022-01-26,Internet software & services,New York,United States,North America,2012,$299M,"Accel, 14W, GS Growth",10,2990000.0,100000000.0
915,Fiture,$1B,2021-04-14,Health,Chengdu,China,Asia,2019,$391M,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",2,3910000.0,100000000.0
916,FLASH,$1B,2022-03-16,Fintech,Austin,United States,North America,2011,$314M,"L Catterton, Trellis Partners, Vista Equity Partners",11,3140000.0,100000000.0
917,Flash Express,$1B,2021-02-01,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,$350M,"SCB 10X, Krungsri Finnovate, eWTP Capital",4,3500000.0,100000000.0
918,FlashEx,$1B,2018-08-27,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,$359M,"Prometheus Capital, Matrix Partners China, JD Capital Management",4,3590000.0,100000000.0
919,Fractal Analytics,$1B,2022-01-05,Data management & analytics,Mumbai,India,Asia,2000,$685M,"TPG Capital, Apax Partners, TA Associates",22,6850000.0,100000000.0
920,Freshbooks,$1B,2021-08-10,Fintech,Toronto,Canada,North America,2004,$156M,"Accomplice, Oak Investment Partners, Georgian Partners",17,1560000.0,100000000.0
921,FXiaoKe,$1B,2015-07-02,Mobile & telecommunications,Beijing,China,Asia,2011,$283M,"IDG Capital, Northern Light Venture Capital, DCM Ventures",4,2830000.0,100000000.0
922,Gauntlet Networks,$1B,2022-03-07,Fintech,New York,United States,North America,2018,$45M,"Polychain Capital, Paradigm, Ribbit Capital",4,450000.0,100000000.0
923,Geek+,$1B,2018-11-21,Hardware,Beijing,China,Asia,2015,$439M,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",3,4390000.0,100000000.0
924,Gelato,$1B,2021-08-16,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,$269M,"Greylock Partners, Google Ventures, BlackRock",14,2690000.0,100000000.0
925,Glia,$1B,2022-03-21,Fintech,New York,United States,North America,2012,$152M,"Wildcat Capital Management, Insight Partners, Tola Capital",10,1520000.0,100000000.0
926,GO1,$1B,2021-07-19,Internet software & services,Brisbane,Australia,Oceania,2015,$284M,"Y Combinator, M12, SEEK",6,2840000.0,100000000.0
927,Groq,$1B,2021-04-14,Artificial intelligence,Mountain View,United States,North America,2016,$362M,"TDK Ventures, Social Capital, D1 Capital Partners",5,3620000.0,100000000.0
928,Hailo,$1B,2021-10-12,Artificial intelligence,Tel Aviv,Israel,Asia,2017,$221M,"Glory Ventures, Maniv Mobility",4,2210000.0,100000000.0
929,Haomao.AI,$1B,2021-12-22,Artificial intelligence,Beijing,China,Asia,2019,$157M,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",2,1570000.0,100000000.0
930,Hasura,$1B,2022-02-22,Internet software & services,Bengaluru,India,Asia,2017,$137M,"Nexus Venture Partners, Vertex Ventures, STRIVE",5,1370000.0,100000000.0
931,HAYDON,$1B,2021-09-24,Consumer & retail,Shanghai,China,Asia,2020,$100M,"Tencent Holdings, Hillhouse Capital Management",1,1000000.0,100000000.0
932,Heyday,$1B,2021-11-16,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,$800M,"Khosla Ventures,General Catalyst, Victory Park Capital",4,8000000.0,100000000.0
933,HMD Global,$1B,2018-05-21,Mobile & telecommunications,Espoo,Finland,Europe,2016,$330M,Ginko Ventures,2,3300000.0,100000000.0
934,Hotmart,$1B,2020-03-17,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,$127M,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",9,1270000.0,100000000.0
935,Huike Group,$1B,2018-05-24,Edtech,Beijing,China,Asia,2010,$302M,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",8,3020000.0,100000000.0
936,Human Interest,$1B,2021-08-04,Fintech,San Francisco,United States,North America,2015,$337M,"Wing Venture Capital, Slow Ventures, Uncork Capital",6,3370000.0,100000000.0
937,Ibotta,$1B,2019-08-06,Fintech,Denver,United States,North America,2011,$93M,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",8,930000.0,100000000.0
938,iCarbonX,$1B,2016-04-12,Artificial intelligence,Shenzhen,China,Asia,2015,$200M,"Tencent, Vcanbio",1,2000000.0,100000000.0
939,iFood,$1B,2018-11-13,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,$592M,"Movile, Just Eat, Naspers",7,5920000.0,100000000.0
940,InFarm,$1B,2021-12-16,Other,Berlin,Germany,Europe,2013,$600M,"Atomico, Hanaco Venture Capital, TriplePoint Capital",8,6000000.0,100000000.0
941,Infobip,$1B,2020-07-30,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,$200M,One Equity Partners,14,2000000.0,100000000.0
942,Injective Protocol,$1B,2021-04-20,Fintech,New York,United States,North America,2018,$17M,"Pantera Capital, Cadenza Ventures, BlockTower Capital",3,170000.0,100000000.0
943,Intellifusion,$1B,2019-03-22,Artificial intelligence,Shenzhen,China,Asia,2014,$173M,"BOC International, TopoScend Capital, Hongxiu VC",5,1730000.0,100000000.0
944,Interos,$1B,2021-07-22,Fintech,Arlington,United States,North America,2005,$135M,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",16,1350000.0,100000000.0
945,Iodine Software,$1B,2021-12-01,Data management & analytics,Austin,United States,North America,2010,Unknown,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",11,,100000000.0
946,JoyTunes,$1B,2021-06-21,Edtech,Tel Aviv,Israel,Asia,2011,$92M,"Genesis Partners, Aleph, Insight Partners",10,920000.0,100000000.0
947,Kendra Scott,$1B,2016-12-21,Consumer & retail,Austin,United States,North America,2002,Unknown,"Berkshire Partners, Norwest Venture Partners",14,,100000000.0
948,Kitopi,$1B,2021-07-01,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,$504M,"CE-Ventures, BECO Capital, Nordstar",3,5040000.0,100000000.0
949,KnowBox,$1B,2019-05-30,Edtech,Beijing,China,Asia,2014,$306M,"TAL Education Group, Legend Star, Alibaba Group",5,3060000.0,100000000.0
950,Kopi Kenangan,$1B,2021-12-27,Consumer & retail,Jakarta,Indonesia,Asia,2017,$333M,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",4,3330000.0,100000000.0
951,Lamabang,$1B,2015-03-06,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,$130M,"5Y Capital, Matrix Partners China, K2VC",4,1300000.0,100000000.0
952,LayerZero Labs,$1B,2022-03-30,Internet software & services,New York,United States,North America,2021,$143M,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",1,1430000.0,100000000.0
953,Lessen,$1B,2021-11-30,Internet software & services,Scottsdale,United States,North America,2019,$205M,"Khosla Ventures, General Catalyst, Navitas Capital",2,2050000.0,100000000.0
954,LetsGetChecked,$1B,2021-06-07,Health,Dublin,Ireland,Europe,2015,$263M,"Optum Ventures, Qiming Venture Partners, Transformation Capital",6,2630000.0,100000000.0
955,Licious,$1B,2021-10-05,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$489M,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",6,4890000.0,100000000.0
956,LinkDoc Technology,$1B,2018-07-05,Health,Beijing,China,Asia,2014,$253M,"China Investment Corporation, New Enterprise Associates",4,2530000.0,100000000.0
957,Locus Robotics,$1B,2021-02-17,Hardware,Wilmington,United States,North America,2014,$299M,"Scale Venture Partners, Bond, Tiger Global Management",7,2990000.0,100000000.0
958,Lookout,$1B,2013-10-10,Cybersecurity,San Francisco,United States,North America,2007,$282M,"Accel Partners, Greylock Partners, Lowercase Capital",6,2820000.0,100000000.0
959,Lydia,$1B,2021-12-08,Fintech,Paris,France,Europe,2011,$263M,"NewAlpha, XAnge Private Equity, Tencent Holdings",10,2630000.0,100000000.0
960,MadeiraMadeira,$1B,2021-01-07,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,$336M,"Flybridge Capital Partners, SoftBank Group, Monashees+",12,3360000.0,100000000.0
961,Maimai,$1B,2017-11-15,Mobile & telecommunications,Beijing,China,Asia,2013,$300M,"Morningside Venture Capital, IDG Capital, DCM Ventures",4,3000000.0,100000000.0
962,Mammoth Biosciences,$1B,2021-09-09,Health,Brisbane,United States,North America,2017,$265M,"NFX, Plum Alley, Mayfield",4,2650000.0,100000000.0
963,Masterworks,$1B,2021-10-05,Fintech,New York,United States,North America,2017,$110M,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",4,1100000.0,100000000.0
964,Maven Clinic,$1B,2021-08-17,Health,New York,United States,North America,2014,$202M,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",7,2020000.0,100000000.0
965,MediaMath,$1B,2018-07-10,Internet software & services,New York,United States,North America,2007,$325M,"Silicon Valley Bank, QED Investors, European Founders Fund",11,3250000.0,100000000.0
966,Meero,$1B,2019-06-18,Artificial intelligence,Paris,France,Europe,2016,$293M,"Aglae Ventures, Global Founders Capital, Alven Capital",3,2930000.0,100000000.0
967,Mensa Brands,$1B,2021-11-16,Other,Bengaluru,India,Asia,1946,$218M,"Accel, Falcon Edge Capital, Norwest Venture Partners",75,2180000.0,100000000.0
